ID,Value,SEX,AGE0,AGE1,LANG,ANCSTRY10,ANCSTRY11,ANCSTRY20,ANCSTRY21,HISPANIC0,INDUSTRY0,LANG20,OCCUP0,POB0,POB1,RACE0,ANCSTRY12,ANCSTRY13,ANCSTRY22,ANCSTRY23,HISPANIC1,HISPANIC2,INDUSTRY1,INDUSTRY2,INDUSTRY3,INDUSTRY4,LANG21,RACE1,RACE2,RACE3,RACE4,OCCUP1,OCCUP2,OCCUP3,OCCUP4,OCCUP5,POB2,POB3
59,1,Male,40+,46,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Alabama,White,,,,,,,Fuel dealers,,,,,,,,,"Machine Operators, Assemblers, and Inspectors","Fabricators, Assemblers, and Hand Working Occupations",Welders and cutters,,,,
60,1,Female,50+,54,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,"FINANCE, INSURANCE, AND REAL ESTATE",NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Alabama,White,GERMAN,,,,,,Insurance,,,,,,,,,Sales Occupations,"Sales Representatives, Finance and Business Services",Insurance sales occupations,,,,
61,1,Female,40+,45,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,CONSTRUCTION,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Alabama,White,AMERICAN INDIAN,,,,,,,,,,,,,,,"Administrative Support Occupations, Including Clerical","Secretaries, Stenographers, and Typists",Secretaries,,,,
62,1,Male,20+,23,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Alabama,White,,,,,,,Eating and drinking places,,,,,,,,,"Service Occupations, Except Protective and Household",Food Preparation and Service Occupations,Cooks,,,,
63,1,Female,30+,36,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Alabama,White,,,,,,,Offices and clinics of chiropractors,,,,,,,,,Technicians and Related Support Occupations,Health Technologists and Technicians,Licensed practical nurses,,,,
64,1,Female,60+,67,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),WHITE,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,WHITE,,,,,,,,,,,,,,,,,,,,,
65,1,Male,0+,3,NA (less than 5 years old),WESTERN EUROPE (EXCEPT SPAIN),IRISH,WESTERN EUROPE (EXCEPT SPAIN),FRENCH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,FRENCH,,,,,,,,,,,,,,,,,,,
66,1,Female,60+,60,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
67,1,Male,50+,56,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Alabama,White,,,,,,,Durable Goods,Metal industries,Primary aluminum industries,,,,,,,"Machine Operators, Assemblers, and Inspectors","Machine Operators and Tenders, Except Precision",Metal and Plastic Processing Machine Operators,Molding and casting machine operators,,,
68,1,Male,40+,41,Speaks other language,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),FRENCH,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
69,1,Male,10+,11,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Mississippi,White,,,,,,,,,,,,,,,,,,,,,,
70,1,Female,70+,78,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
71,1,Male,30+,32,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Alabama,Black,AFRO AMERICAN,,,,,,Durable Goods,"Lumber and wood products, except furniture","Sawmills, planing mills, and millwork",,,,,,,"Machine Operators, Assemblers, and Inspectors","Machine Operators and Tenders, Except Precision","Machine Operators, Assorted Materials","Machine operators, not specified",,,
72,1,Female,0+,9,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,Black,AFRO AMERICAN,,,,,,,,,,,,,,,,,,,,,
73,1,Male,50+,57,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,WHOLESALE TRADE,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Mississippi,White,,,,,,,Nondurable Goods,"Miscellaneous wholesale, nondurable goods",,,,,,,,Transportation and Material Moving Occupations,Motor Vehicle Operators,Truck drivers,,,,
74,1,Male,10+,14,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,Black,AFRO AMERICAN,,,,,,,,,,,,,,,,,,,,,
75,1,Female,30+,32,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Alabama,White,,,,,,,Durable Goods,Furniture and fixtures,,,,,,,,"Machine Operators, Assemblers, and Inspectors","Fabricators, Assemblers, and Hand Working Occupations",Assemblers,,,,
76,1,Male,30+,37,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PUBLIC ADMINISTRATION,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Alabama,Black,,,,,,,"General government, n.e.c.",,,,,,,,,Transportation and Material Moving Occupations,Motor Vehicle Operators,Truck drivers,,,,
77,1,Female,70+,75,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
78,1,Female,20+,21,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"FINANCE, INSURANCE, AND REAL ESTATE",NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Alabama,White,AMERICAN INDIAN,,,,,,Banking,,,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers, marketing, advertising, and public relations",,,,,
79,1,Male,10+,19,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",United States,Alabama,White,,,,,,,Durable Goods,"Stone, clay, glass, and concrete products","Cement, concrete, gypsum, and plaster products",,,,,,,Mechanics and Repairers,"Mechanics and Repairers, Except Supervisors",Miscellaneous Mechanics and Repairers,Not specified mechanics and repairers,,,
80,1,Male,10+,16,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,Black,AFRO AMERICAN,,,,,,,,,,,,,,,,,,,,,
81,1,Female,10+,12,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
82,1,Female,40+,48,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Alabama,White,,,,,,,Nondurable Goods,Apparel and other finished textile products,"Apparel and accessories, except knit",,,,,,,"Machine Operators, Assemblers, and Inspectors","Production Inspectors, Testers, Samplers, and Weighers","Production inspectors, checkers, and examiners",,,,
83,1,Female,30+,39,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,Black,,,,,,,,,,,,,,,,,,,,,,
84,1,Female,60+,66,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Alabama,White,,,AMERICAN INDIAN,,,,Offices and clinics of physicians,,,,,,,,,"Administrative Support Occupations, Including Clerical","Secretaries, Stenographers, and Typists",Secretaries,,,,
85,1,Female,20+,25,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,"AGRICULTURE, FORESTRY, AND FISHERIES",NOT IN UNIVERSE,Other Agricultural and Related Occupations,United States,Alabama,White,AMERICAN INDIAN,,,,,,"Agricultural production, livestock",,,,,,,,,"Farm Occupations, Except Managerial",Farm workers,,,,,
86,1,Male,0+,9,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SCOTCH-IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
87,1,Female,70+,76,Speaks only English,"EUROPE, N.E.C.",EUROPEAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
88,1,Male,60+,64,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
89,1,Male,0+,1,NA (less than 5 years old),RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
90,1,Male,0+,8,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
91,1,Male,30+,30,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,MINING,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Alabama,White,,,,,,,Coal mining,,,,,,,,,"Administrative Support Occupations, Including Clerical","Material Recording, Scheduling, and Distributing Clerks","Weighers, measurers, checkers, and samplers",,,,
92,1,Male,0+,7,Speaks only English,WEST INDIES (EXCEPT HISPANIC),WEST INDIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
93,1,Female,10+,18,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Alabama,White,,,,,,,Eating and drinking places,,,,,,,,,"Service Occupations, Except Protective and Household",Food Preparation and Service Occupations,Waiters and waitresses,,,,
94,1,Male,30+,30,Speaks other language,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,ACTIVE DUTY MILITARY,JAPANESE,MILITARY OCCUPATIONS (Includes only uniquely military occupations.,United States,Alabama,Black,AFRO AMERICAN,,,,,,Armed Forces,Air Force,,,,,,,,Non-commissioned officers and other enlisted personnel,,,,,,
95,1,Male,0+,0,NA (less than 5 years old),RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
96,1,Male,0+,5,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,AMERICAN INDIAN,,,,,,,,,,,,,,,,,,,
97,1,Male,60+,61,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SCOTCH-IRISH,WESTERN EUROPE (EXCEPT SPAIN),DUTCH,NOT SPANISH/HISPANIC,BUSINESS AND REPAIR SERVICES,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Alabama,White,,,,,,,Detective and protective services,,,,,,,,,Protective Service Occupations,Guards,"Guards and police, except public service",,,,
98,1,Female,20+,22,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PUBLIC ADMINISTRATION,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Alabama,White,,,,,,,"Justice, public order, and safety",,,,,,,,,Protective Service Occupations,Guards,Crossing guards,,,,
99,1,Male,50+,52,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Alabama,White,,,,,,,Elementary and secondary schools,,,,,,,,,"Service Occupations, Except Protective and Household","Cleaning and Building Service Occupations, Except Household",Janitors and cleaners,,,,
100,1,Male,50+,50,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PERSONAL SERVICES,NOT IN UNIVERSE,Other Agricultural and Related Occupations,United States,Alabama,Black,AFRO AMERICAN,,,,,,Private households,,,,,,,,,Related Agricultural Occupations,"Groundskeepers and gardeners, except farm",,,,,
101,1,Female,40+,43,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Alabama,White,,,,,,,Elementary and secondary schools,,,,,,,,,Professional Specialty Occupations,"Teachers, Except Postsecondary","Teachers, elementary school",,,,
102,1,Female,0+,4,NA (less than 5 years old),WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Texas,White,,,,,,,,,,,,,,,,,,,,,,
103,1,Male,20+,28,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SCOTCH-IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Alabama,White,,,,,,,Vocational schools,,,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers and administrators, n.e.c.",,,,,
104,1,Female,40+,44,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
105,1,Male,50+,53,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SCOTCH-IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"FINANCE, INSURANCE, AND REAL ESTATE",NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Alabama,White,,,,,,,Banking,,,,,,,,,"Executive, Administrative, and Managerial Occupations",Financial managers,,,,,
106,1,Male,40+,42,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SCOTTISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"FINANCE, INSURANCE, AND REAL ESTATE",NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Alabama,White,,,,,,,Insurance,,,,,,,,,"Executive, Administrative, and Managerial Occupations",Management Related Occupations,Underwriters,,,,
107,1,Male,0+,6,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
108,1,Female,40+,48,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),FRENCH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",United States,Alabama,White,FRENCH,,,,,,Nondurable Goods,Food and kindred products,Meat products,,,,,,,Precision Production Occupations,Precision Food Production Occupations,Butchers and meat cutters,,,,
109,1,Female,10+,18,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SCOTTISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,White,,,,,,,,,,,,,,,,,,,,,,
110,1,Male,70+,73,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Alabama,Black,AFRO AMERICAN,,,,,,,,,,,,,,,,,,,,,
